,dataset_id,experiment_id,train_time,pred_time,mse,mae,r2,target_avg,target_var,target_mad,meta_params,data_params,model_name,model_index
0,1,1,5.5632312297821045,0.0021178722381591797,50658.16059005212,177.23159747378057,0.40436837359760003,-0.7606474615488673,84709.66078908788,232.17520109369488,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 7000, 'n_features': 300, 'n_informative': 30, 'tail_strength': 0.4, 'random_state': 5}",RandomForestRegressor,0
1,1,2,2.2611963748931885,0.0007538795471191406,83249.36280735825,228.00113943702252,0.02116553802295784,-0.7606474615488673,84709.66078908788,232.17520109369488,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 7000, 'n_features': 300, 'n_informative': 30, 'tail_strength': 0.4, 'random_state': 5}",DecisionTreeRegressor,1
2,1,3,99.13282227516174,0.1165461540222168,64158.75483636275,200.53846441042177,0.24563025885626077,-0.7606474615488673,84709.66078908788,232.17520109369488,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 7000, 'n_features': 300, 'n_informative': 30, 'tail_strength': 0.4, 'random_state': 5}",ForestBasedTree,2
3,2,4,0.09598588943481445,0.0009047985076904297,13518.560303038741,92.69564825322635,0.6772056780252604,-8.129553292070238,42290.38464256362,164.7673907583835,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 1300, 'n_features': 20, 'n_informative': 10, 'tail_strength': 0.3, 'random_state': 5}",RandomForestRegressor,0
4,2,5,0.10819339752197266,0.000217437744140625,22147.25180802061,119.71025699358924,0.4711709700797899,-8.129553292070238,42290.38464256362,164.7673907583835,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 1300, 'n_features': 20, 'n_informative': 10, 'tail_strength': 0.3, 'random_state': 5}",DecisionTreeRegressor,1
5,2,6,8.294949293136597,0.020582914352416992,25092.83725486473,126.42381592187868,0.4008366862641545,-8.129553292070238,42290.38464256362,164.7673907583835,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 1300, 'n_features': 20, 'n_informative': 10, 'tail_strength': 0.3, 'random_state': 5}",ForestBasedTree,2
6,3,7,0.18061590194702148,0.0007085800170898438,1020.4470021427659,24.70513511452879,0.812136275105266,1.0863332561546657,6927.979561465491,66.03995307951864,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.1, 'random_state': 5}",RandomForestRegressor,0
7,3,8,0.13874411582946777,0.000213623046875,1284.366017241436,28.84667951876186,0.7635489313795512,1.0863332561546657,6927.979561465491,66.03995307951864,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.1, 'random_state': 5}",DecisionTreeRegressor,1
8,3,9,9.942710399627686,0.020308494567871094,1684.868733373119,32.00203648279589,0.6898166043454523,1.0863332561546657,6927.979561465491,66.03995307951864,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.1, 'random_state': 5}",ForestBasedTree,2
9,4,10,0.10766148567199707,0.0006453990936279297,180502.85747748904,322.18661784032145,-0.299401829254494,0.8178292219162833,128614.45227304872,289.80733694227763,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 100, 'n_features': 400, 'n_informative': 40, 'tail_strength': 0.2, 'random_state': 5}",RandomForestRegressor,0
10,4,11,0.05815696716308594,0.00019216537475585938,209880.06262809364,384.6221983620314,-0.5108821052154482,0.8178292219162833,128614.45227304872,289.80733694227763,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 100, 'n_features': 400, 'n_informative': 40, 'tail_strength': 0.2, 'random_state': 5}",DecisionTreeRegressor,1
11,4,12,12.74861454963684,0.0016567707061767578,185708.4144685884,318.78041859426617,-0.33687553117285063,0.8178292219162833,128614.45227304872,289.80733694227763,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 100, 'n_features': 400, 'n_informative': 40, 'tail_strength': 0.2, 'random_state': 5}",ForestBasedTree,2
12,5,13,0.017879962921142578,0.0005502700805664062,8203.989258795667,68.95388379949985,0.7315161242908779,-21.66601205241149,21231.28126232715,118.2470249877974,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 130, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.6, 'random_state': 5}",RandomForestRegressor,0
13,5,14,0.01536870002746582,0.00012040138244628906,11485.421215509314,83.05489735908519,0.6241279327876166,-21.66601205241149,21231.28126232715,118.2470249877974,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 130, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.6, 'random_state': 5}",DecisionTreeRegressor,1
14,5,15,2.4571914672851562,0.002034425735473633,22166.85137294145,118.30816252659203,0.2745672890179943,-21.66601205241149,21231.28126232715,118.2470249877974,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 130, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.6, 'random_state': 5}",ForestBasedTree,2
15,6,16,7.762269973754883,0.0023736953735351562,52365.87417304847,182.11235473166568,0.3592125722855347,-0.49127385842243154,82154.10505028059,229.07493193783318,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 10000, 'n_features': 300, 'n_informative': 30, 'tail_strength': 0.3, 'random_state': 5}",RandomForestRegressor,0
16,6,17,1.8476381301879883,0.0009887218475341797,75032.77321639271,219.2368644440067,0.08184369108917067,-0.49127385842243154,82154.10505028059,229.07493193783318,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 5}","{'n_samples': 10000, 'n_features': 300, 'n_informative': 30, 'tail_strength': 0.3, 'random_state': 5}",DecisionTreeRegressor,1
