Unnamed: 0,dataset_id,experiment_id,train_time,pred_time,mse,mae,r2,target_avg,target_var,target_mad,meta_params,data_params,model_name,model_index
0,1,1,3.0067243576049805,0.0022122859954833,67377.37763650352,208.89728759334213,0.3555909733155481,1.0333831233239206,103791.91227418269,256.7984325696042,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 13000, 'n_features': 70, 'n_informative': 35, 'tail_strength': 0.5, 'random_state': 7}",RandomForestRegressor,0
1,1,2,3.0545451641082764,0.0005826950073242,76467.6790369084,222.94167268659544,0.2686497404687303,1.0333831233239206,103791.91227418269,256.7984325696042,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 13000, 'n_features': 70, 'n_informative': 35, 'tail_strength': 0.5, 'random_state': 7}",DecisionTreeRegressor,1
2,1,3,122.57877039909364,0.2636964321136474,84427.46711727689,233.3576531837715,0.1925209347862457,1.0333831233239206,103791.91227418269,256.7984325696042,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 13000, 'n_features': 70, 'n_informative': 35, 'tail_strength': 0.5, 'random_state': 7}",ForestBasedTree,2
3,2,4,0.468003511428833,0.0017900466918945,347.98534411959173,14.272197382404569,0.9611677873952452,-0.4847621932897864,8667.110703399474,74.33966596485196,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 15, 'n_informative': 2, 'tail_strength': 0.6, 'random_state': 7}",RandomForestRegressor,0
4,2,5,0.1837220191955566,0.0003399848937988,362.3697093065037,14.7358025023809,0.9595626142563136,-0.4847621932897864,8667.110703399474,74.33966596485196,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 15, 'n_informative': 2, 'tail_strength': 0.6, 'random_state': 7}",DecisionTreeRegressor,1
5,2,6,62.150197982788086,0.1768572330474853,662.6402414020265,19.3238080970141,0.9260549699307268,-0.4847621932897864,8667.110703399474,74.33966596485196,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 15, 'n_informative': 2, 'tail_strength': 0.6, 'random_state': 7}",ForestBasedTree,2
6,3,7,0.3952217102050781,0.0018739700317382,201.17576373818667,10.700628971982006,0.9708976030680851,-0.5296140779776504,7015.359240824177,66.95780778569194,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 13000, 'n_features': 10, 'n_informative': 3, 'tail_strength': 0.5, 'random_state': 7}",RandomForestRegressor,0
7,3,8,0.1692018508911132,0.0004084110260009,259.4661021715282,12.610904885779998,0.9624652326132104,-0.5296140779776504,7015.359240824177,66.95780778569194,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 13000, 'n_features': 10, 'n_informative': 3, 'tail_strength': 0.5, 'random_state': 7}",DecisionTreeRegressor,1
8,3,9,100.4341320991516,0.301445722579956,558.6003032748453,16.875239392007582,0.9191920167215112,-0.5296140779776504,7015.359240824177,66.95780778569194,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 13000, 'n_features': 10, 'n_informative': 3, 'tail_strength': 0.5, 'random_state': 7}",ForestBasedTree,2
9,4,10,0.0206553936004638,0.0007264614105224,65181.69150094942,176.17841466061702,0.3957972842333971,-77.29578496054717,99069.7260847612,252.00885671286125,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 100, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.2, 'random_state': 7}",RandomForestRegressor,0
10,4,11,0.0208077430725097,0.0001378059387207,169358.21851528366,350.12273330053324,-0.5698686733657057,-77.29578496054717,99069.7260847612,252.00885671286125,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 100, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.2, 'random_state': 7}",DecisionTreeRegressor,1
11,4,12,3.221211671829224,0.0021626949310302,114247.17770112467,259.4364898245992,-0.0590160127201326,-77.29578496054717,99069.7260847612,252.00885671286125,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 100, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.2, 'random_state': 7}",ForestBasedTree,2
12,5,13,0.3523497581481933,0.0015287399291992,10656.18983327678,81.51656044376325,0.6787096080522843,-1.2471967129089638,34379.66969427977,147.60860283831065,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 7000, 'n_features': 15, 'n_informative': 8, 'tail_strength': 0.4, 'random_state': 7}",RandomForestRegressor,0
13,5,14,0.1457428932189941,0.0004715919494628,12844.477530458262,90.07876490715296,0.6127314467280311,-1.2471967129089638,34379.66969427977,147.60860283831065,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 7000, 'n_features': 15, 'n_informative': 8, 'tail_strength': 0.4, 'random_state': 7}",DecisionTreeRegressor,1
14,5,15,47.84376263618469,0.1235806941986084,18329.439484715174,106.2721372370702,0.4473566172933704,-1.2471967129089638,34379.66969427977,147.60860283831065,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 7000, 'n_features': 15, 'n_informative': 8, 'tail_strength': 0.4, 'random_state': 7}",ForestBasedTree,2
15,6,16,0.1663620471954345,0.0009410381317138,17104.653968850147,99.67158831912312,0.6213772157234503,-7.769482625624849,44231.51511582647,167.12470920736558,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.5, 'random_state': 7}",RandomForestRegressor,0
16,6,17,0.0784227848052978,0.0002393722534179,25330.07525524116,125.12076122861212,0.439302096579118,-7.769482625624849,44231.51511582647,167.12470920736558,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.5, 'random_state': 7}",DecisionTreeRegressor,1
17,6,18,11.533843040466309,0.0304956436157226,27073.493546666155,129.0465824667948,0.4007103841212032,-7.769482625624849,44231.51511582647,167.12470920736558,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.5, 'random_state': 7}",ForestBasedTree,2
18,7,19,1.5488831996917725,0.0018527507781982,44430.74897055367,167.25716339081868,0.4258626134737351,-3.0381197255387224,74628.90803613212,217.31978060264387,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 7000, 'n_features': 70, 'n_informative': 21, 'tail_strength': 0.2, 'random_state': 7}",RandomForestRegressor,0
19,7,20,0.6941742897033691,0.0004281997680664,52371.47951654181,181.69519520328237,0.3232519128122535,-3.0381197255387224,74628.90803613212,217.31978060264387,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 7000, 'n_features': 70, 'n_informative': 21, 'tail_strength': 0.2, 'random_state': 7}",DecisionTreeRegressor,1
20,7,21,57.56037974357605,0.1411054134368896,54777.56744313967,186.4522655024793,0.2921602687158456,-3.0381197255387224,74628.90803613212,217.31978060264387,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 7000, 'n_features': 70, 'n_informative': 21, 'tail_strength': 0.2, 'random_state': 7}",ForestBasedTree,2
21,8,22,0.4839177131652832,0.0024440288543701,9123.51297336824,75.07772268182681,0.6855765829455358,-0.7587255377829557,29171.72762608151,136.57874997444827,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 15, 'n_informative': 8, 'tail_strength': 0.1, 'random_state': 7}",RandomForestRegressor,0
22,8,23,0.1991193294525146,0.0003743171691894,11222.522687605724,84.47117833439285,0.6132384596034026,-0.7587255377829557,29171.72762608151,136.57874997444827,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 15, 'n_informative': 8, 'tail_strength': 0.1, 'random_state': 7}",DecisionTreeRegressor,1
23,8,24,65.18930578231812,0.2089836597442627,12662.493359106636,89.1245691574937,0.5636127835822091,-0.7587255377829557,29171.72762608151,136.57874997444827,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 15, 'n_informative': 8, 'tail_strength': 0.1, 'random_state': 7}",ForestBasedTree,2
24,9,25,0.0336027145385742,0.0010266304016113,0.0159238862688425,0.0833408581663779,0.999484114762348,0.0295277419995683,31.79148884302008,4.473383309463549,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 1000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.3, 'random_state': 7}",RandomForestRegressor,0
25,9,26,0.0355966091156005,0.0002658367156982,0.5935145893965079,0.6261258854004133,0.9807719416082598,0.0295277419995683,31.79148884302008,4.473383309463549,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 1000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.3, 'random_state': 7}",DecisionTreeRegressor,1
26,9,27,6.9966795444488525,0.0204076766967773,0.0935673459797017,0.2099217488098686,0.9969687040146944,0.0295277419995683,31.79148884302008,4.473383309463549,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 1000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.3, 'random_state': 7}",ForestBasedTree,2
27,10,28,6.070831298828125,0.0021660327911376,272364.6273082467,416.635913850834,0.1707862397333914,-0.16352806657822,321136.6324890363,453.04185729418657,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 200, 'n_informative': 100, 'tail_strength': 0.4, 'random_state': 7}",RandomForestRegressor,0
28,10,29,2.646580696105957,0.0010695457458496,317613.8610247309,452.6162623310021,0.0330250054275722,-0.16352806657822,321136.6324890363,453.04185729418657,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 200, 'n_informative': 100, 'tail_strength': 0.4, 'random_state': 7}",DecisionTreeRegressor,1
29,10,30,143.07577681541443,0.2103755474090576,312967.7771080711,444.9346170967827,0.0471700019828245,-0.16352806657822,321136.6324890363,453.04185729418657,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 7}","{'n_samples': 10000, 'n_features': 200, 'n_informative': 100, 'tail_strength': 0.4, 'random_state': 7}",ForestBasedTree,2
