,dataset_id,experiment_id,train_time,pred_time,accuracy,meta_params,data_params,model_name,model_index
0,1,1,0.2776370048522949,0.001584768295288086,0.5185714285714286,"{'is_classification': True, 'train_test_split': 0.2, 'random_state': 10}","{'n_samples': 7000, 'n_features': 200, 'n_informative': 20, 'n_classes': 6, 'n_redundant': 10, 'n_repeated': 40, 'random_state': 10}",RandomForestClassifier,0
1,1,2,2.9071571826934814,0.0005638599395751953,0.48142857142857143,"{'is_classification': True, 'train_test_split': 0.2, 'random_state': 10}","{'n_samples': 7000, 'n_features': 200, 'n_informative': 20, 'n_classes': 6, 'n_redundant': 10, 'n_repeated': 40, 'random_state': 10}",DecisionTreeClassifier,1
2,1,3,132.850647687912,0.13000178337097168,0.20214285714285715,"{'is_classification': True, 'train_test_split': 0.2, 'random_state': 10}","{'n_samples': 7000, 'n_features': 200, 'n_informative': 20, 'n_classes': 6, 'n_redundant': 10, 'n_repeated': 40, 'random_state': 10}",ForestBasedTree,2
3,1,4,17070.42293357849,51.119768142700195,0.225,"{'is_classification': True, 'train_test_split': 0.2, 'random_state': 10}","{'n_samples': 7000, 'n_features': 200, 'n_informative': 20, 'n_classes': 6, 'n_redundant': 10, 'n_repeated': 40, 'random_state': 10}",PrevPaperClassifier,3
