,dataset_id,experiment_id,train_time,pred_time,mse,mae,r2,target_avg,target_var,target_mad,meta_params,data_params,model_name,model_index
0,1,1,7.552701950073242,0.0022439956665039062,685806.76229849,666.5265434977533,0.08759320951430816,-1.3445202546920743,755194.9473508187,694.8955366995486,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 7000, 'n_features': 400, 'n_informative': 200, 'tail_strength': 0.6, 'random_state': 4}",RandomForestRegressor,0
1,1,2,2.2843379974365234,0.0007691383361816406,791133.8895666909,705.8064155677469,-0.05253545562129491,-1.3445202546920743,755194.9473508187,694.8955366995486,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 7000, 'n_features': 400, 'n_informative': 200, 'tail_strength': 0.6, 'random_state': 4}",DecisionTreeRegressor,1
2,1,3,111.76826453208923,0.1051187515258789,739686.5626963372,684.7415045027946,0.015910778754587906,-1.3445202546920743,755194.9473508187,694.8955366995486,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 7000, 'n_features': 400, 'n_informative': 200, 'tail_strength': 0.6, 'random_state': 4}",ForestBasedTree,2
3,2,4,0.36357998847961426,0.0016357898712158203,255.16531000887866,12.301376366188252,0.9564704141963183,-0.40663057264963043,6043.219574111129,62.094300202194674,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 10, 'n_informative': 3, 'tail_strength': 0.3, 'random_state': 4}",RandomForestRegressor,0
4,2,5,0.23226141929626465,0.000457763671875,82.55507209354127,6.69674349270087,0.9859166275615604,-0.40663057264963043,6043.219574111129,62.094300202194674,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 10, 'n_informative': 3, 'tail_strength': 0.3, 'random_state': 4}",DecisionTreeRegressor,1
5,2,6,70.97697472572327,0.2038419246673584,426.47191414642714,16.131963594216142,0.9272465924970313,-0.40663057264963043,6043.219574111129,62.094300202194674,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 10, 'n_informative': 3, 'tail_strength': 0.3, 'random_state': 4}",ForestBasedTree,2
6,3,7,0.8720583915710449,0.001110076904296875,228151.25748719345,372.39738544886217,0.14662892813910056,-12.331725008411965,259478.33007717246,402.73477608414123,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 1300, 'n_features': 300, 'n_informative': 90, 'tail_strength': 0.6, 'random_state': 4}",RandomForestRegressor,0
7,3,8,0.3053145408630371,0.0003285408020019531,290790.7825614633,414.39696046515166,-0.08766633388235845,-12.331725008411965,259478.33007717246,402.73477608414123,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 1300, 'n_features': 300, 'n_informative': 90, 'tail_strength': 0.6, 'random_state': 4}",DecisionTreeRegressor,1
8,3,9,23.511332988739014,0.020235300064086914,259848.90321801763,396.15090725888336,0.02806787258892962,-12.331725008411965,259478.33007717246,402.73477608414123,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 1300, 'n_features': 300, 'n_informative': 90, 'tail_strength': 0.6, 'random_state': 4}",ForestBasedTree,2
9,4,10,0.018128633499145508,0.0005042552947998047,110674.5566086144,266.0536963649386,0.06287816677934688,24.374455901365224,70178.41954075235,208.75557035412103,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 100, 'n_features': 70, 'n_informative': 21, 'tail_strength': 0.3, 'random_state': 4}",RandomForestRegressor,0
10,4,11,0.014588356018066406,0.00010800361633300781,108044.89577041985,251.22809349285936,0.08514446411950372,24.374455901365224,70178.41954075235,208.75557035412103,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 100, 'n_features': 70, 'n_informative': 21, 'tail_strength': 0.3, 'random_state': 4}",DecisionTreeRegressor,1
11,4,12,3.1485776901245117,0.0015647411346435547,130088.47528261277,311.7356544729688,-0.10150656278511705,24.374455901365224,70178.41954075235,208.75557035412103,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 100, 'n_features': 70, 'n_informative': 21, 'tail_strength': 0.3, 'random_state': 4}",ForestBasedTree,2
12,5,13,1.7344279289245605,0.002207040786743164,4985.392205017995,55.19336881951591,0.7778686200269097,-1.7098104201375155,22844.625394412884,120.48924810643159,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.6, 'random_state': 4}",RandomForestRegressor,0
13,5,14,0.9449164867401123,0.0006186962127685547,2955.384279754496,42.322036078922835,0.8683185672429409,-1.7098104201375155,22844.625394412884,120.48924810643159,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.6, 'random_state': 4}",DecisionTreeRegressor,1
14,5,15,86.61821675300598,0.20870494842529297,7501.429469095456,68.52402046216652,0.6657629307351627,-1.7098104201375155,22844.625394412884,120.48924810643159,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.6, 'random_state': 4}",ForestBasedTree,2
15,6,16,1.7399647235870361,0.002087831497192383,47525.72005465647,173.45139348393883,0.3901566882325572,-4.611210527389463,77919.8502608415,223.10276258040986,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.6, 'random_state': 4}",RandomForestRegressor,0
16,6,17,0.9453489780426025,0.0006530284881591797,52364.74040896487,181.46343169852935,0.32806306408151475,-4.611210527389463,77919.8502608415,223.10276258040986,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.6, 'random_state': 4}",DecisionTreeRegressor,1
17,6,18,90.62227296829224,0.20823955535888672,60325.300944977724,196.68087750155715,0.22591427821937116,-4.611210527389463,77919.8502608415,223.10276258040986,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 13000, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.6, 'random_state': 4}",ForestBasedTree,2
18,7,19,0.07160615921020508,0.0009725093841552734,1610.6332478224851,31.048307853263807,0.8807428652117691,2.444321403905431,14220.432422259593,94.97489433935782,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 1300, 'n_features': 15, 'n_informative': 4, 'tail_strength': 0.5, 'random_state': 4}",RandomForestRegressor,0
19,7,20,0.07064557075500488,0.0002586841583251953,1777.9553558394912,33.41715359839913,0.8683537286930659,2.444321403905431,14220.432422259593,94.97489433935782,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 4}","{'n_samples': 1300, 'n_features': 15, 'n_informative': 4, 'tail_strength': 0.5, 'random_state': 4}",DecisionTreeRegressor,1
