,dataset_id,experiment_id,train_time,pred_time,mse,mae,r2,target_avg,target_var,target_mad,meta_params,data_params,model_name,model_index
0,1,1,0.295687198638916,0.0014002323150634766,6.714816441213492,1.6245751722442372,0.9990837641902969,0.13263230954581703,7258.527782472175,68.28070349719086,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 10000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.5, 'random_state': 3}",RandomForestRegressor,0
1,1,2,1.140273094177246,0.0003304481506347656,1696.3962137738383,29.047050933736188,0.7685269624103831,0.13263230954581703,7258.527782472175,68.28070349719086,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 10000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.5, 'random_state': 3}",DecisionTreeRegressor,1
2,1,3,55.206695556640625,0.1535196304321289,16.833567344124965,3.137245758197386,0.9977030619763376,0.13263230954581703,7258.527782472175,68.28070349719086,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 10000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.5, 'random_state': 3}",ForestBasedTree,2
3,2,4,2.503492832183838,0.0017800331115722656,8879.389689456426,74.748301739211,0.6696490061131022,-0.3735204997242775,26178.804519458157,129.15487659411062,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 10000, 'n_features': 100, 'n_informative': 10, 'tail_strength': 0.3, 'random_state': 3}",RandomForestRegressor,0
4,2,5,0.29726648330688477,0.0005586147308349609,19267.286938129233,109.1469354792794,0.2831751266561785,-0.3735204997242775,26178.804519458157,129.15487659411062,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 10000, 'n_features': 100, 'n_informative': 10, 'tail_strength': 0.3, 'random_state': 3}",DecisionTreeRegressor,1
5,2,6,80.975026845932,0.15692782402038574,11608.938418199148,85.27342549548976,0.5680982051077599,-0.3735204997242775,26178.804519458157,129.15487659411062,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 10000, 'n_features': 100, 'n_informative': 10, 'tail_strength': 0.3, 'random_state': 3}",ForestBasedTree,2
6,3,7,0.23144268989562988,0.0009241104125976562,4734.632650786017,55.346802337772054,0.7094328657648239,1.098506467164198,19637.14351194926,112.7828872520668,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 1300, 'n_features': 70, 'n_informative': 7, 'tail_strength': 0.5, 'random_state': 3}",RandomForestRegressor,0
7,3,8,0.07394099235534668,0.00027251243591308594,14443.144560895946,95.1947657934652,0.11361589505635805,1.098506467164198,19637.14351194926,112.7828872520668,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 1300, 'n_features': 70, 'n_informative': 7, 'tail_strength': 0.5, 'random_state': 3}",DecisionTreeRegressor,1
8,3,9,10.757530450820923,0.01978588104248047,8339.228782269496,72.87049848141707,0.4882167239324734,1.098506467164198,19637.14351194926,112.7828872520668,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 1300, 'n_features': 70, 'n_informative': 7, 'tail_strength': 0.5, 'random_state': 3}",ForestBasedTree,2
9,4,10,0.008065462112426758,0.0004894733428955078,3129.5027798335855,48.54722464120313,0.7993375440170255,32.52720543086342,13760.780159399672,99.78506384056975,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 70, 'n_features': 15, 'n_informative': 4, 'tail_strength': 0.4, 'random_state': 3}",RandomForestRegressor,0
10,4,11,0.014416694641113281,0.00012302398681640625,7600.775567354636,61.64004232865496,0.5126413363333484,32.52720543086342,13760.780159399672,99.78506384056975,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 70, 'n_features': 15, 'n_informative': 4, 'tail_strength': 0.4, 'random_state': 3}",DecisionTreeRegressor,1
11,4,12,0.9089734554290771,0.0011458396911621094,4135.343314267076,45.97515905751328,0.7348434546468974,32.52720543086342,13760.780159399672,99.78506384056975,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 70, 'n_features': 15, 'n_informative': 4, 'tail_strength': 0.4, 'random_state': 3}",ForestBasedTree,2
12,5,13,0.09021878242492676,0.0010230541229248047,22626.965726548642,117.87006900516641,0.5064606999561687,-8.087690203697774,49980.42890900256,176.04832991440117,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 700, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.5, 'random_state': 3}",RandomForestRegressor,0
13,5,14,0.040688514709472656,0.00019860267639160156,45869.378789748465,173.23937881280824,-0.000502735317083669,-8.087690203697774,49980.42890900256,176.04832991440117,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 700, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.5, 'random_state': 3}",DecisionTreeRegressor,1
14,5,15,5.996868371963501,0.011399030685424805,40793.577638886476,159.4558648716181,0.11021062225073242,-8.087690203697774,49980.42890900256,176.04832991440117,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 3}","{'n_samples': 700, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.5, 'random_state': 3}",ForestBasedTree,2
