Unnamed: 0,dataset_id,experiment_id,train_time,pred_time,mse,mae,r2,target_avg,target_var,target_mad,meta_params,data_params,model_name,model_index
0,1,1,0.4342939853668213,0.0013878345489501,223.1568551780103,10.884470877518298,0.970190229546334,0.5182494902394664,7482.148147541291,69.16632222853677,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 7000, 'n_features': 20, 'n_informative': 2, 'tail_strength': 0.2, 'random_state': 8}",RandomForestRegressor,0
1,1,2,1.61991548538208,0.0002799034118652,726.9465807313685,21.10949478389404,0.902892919483054,0.5182494902394664,7482.148147541291,69.16632222853677,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 7000, 'n_features': 20, 'n_informative': 2, 'tail_strength': 0.2, 'random_state': 8}",DecisionTreeRegressor,1
2,1,3,47.746070861816406,0.1308088302612304,482.5776739847764,16.900922243040014,0.9355362411964668,0.5182494902394664,7482.148147541291,69.16632222853677,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 7000, 'n_features': 20, 'n_informative': 2, 'tail_strength': 0.2, 'random_state': 8}",ForestBasedTree,2
3,2,4,0.3409121036529541,0.0010449886322021,51161.485552012586,179.32364974308737,0.309907922870992,10.947261427469432,88207.8141886548,237.4909705353438,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1300, 'n_features': 100, 'n_informative': 30, 'tail_strength': 0.3, 'random_state': 8}",RandomForestRegressor,0
4,2,5,0.115602970123291,0.0003368854522705,53226.26653596426,181.5627421297004,0.2820571092627143,10.947261427469432,88207.8141886548,237.4909705353438,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1300, 'n_features': 100, 'n_informative': 30, 'tail_strength': 0.3, 'random_state': 8}",DecisionTreeRegressor,1
5,2,6,15.216554403305054,0.0264997482299804,63160.80179722553,195.14426946094284,0.1480550567463664,10.947261427469432,88207.8141886548,237.4909705353438,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1300, 'n_features': 100, 'n_informative': 30, 'tail_strength': 0.3, 'random_state': 8}",ForestBasedTree,2
6,3,7,0.1834716796875,0.0008847713470458,15820.155157775424,98.95987660919728,0.5841798685721957,-7.115600256499303,39116.33179828052,158.0345367929373,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.1, 'random_state': 8}",RandomForestRegressor,0
7,3,8,0.0742082595825195,0.0002152919769287,25496.173459885355,124.82211354116768,0.32985346267069,-7.115600256499303,39116.33179828052,158.0345367929373,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.1, 'random_state': 8}",DecisionTreeRegressor,1
8,3,9,10.0716712474823,0.0233228206634521,27704.022096614724,132.11155025194316,0.2718219262450637,-7.115600256499303,39116.33179828052,158.0345367929373,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 15, 'tail_strength': 0.1, 'random_state': 8}",ForestBasedTree,2
9,4,10,0.1283590793609619,0.0008547306060791,48952.40345395618,174.48124847029624,0.4624431742758595,5.432766155675375,94874.18962015724,249.13867116903765,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1000, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.2, 'random_state': 8}",RandomForestRegressor,0
10,4,11,0.0570383071899414,0.0002171993255615,67861.98508663112,212.38766899471776,0.2547930087882087,5.432766155675375,94874.18962015724,249.13867116903765,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1000, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.2, 'random_state': 8}",DecisionTreeRegressor,1
11,4,12,9.319403886795044,0.0198526382446289,75968.29950541728,222.97678670816012,0.1657758341486999,5.432766155675375,94874.18962015724,249.13867116903765,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 1000, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.2, 'random_state': 8}",ForestBasedTree,2
12,5,13,0.0109686851501464,0.00069260597229,5229.758545037379,58.23737664063933,0.704757835476626,12.250052849398967,20350.75066332058,114.12817487065446,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 100, 'n_features': 15, 'n_informative': 4, 'tail_strength': 0.5, 'random_state': 8}",RandomForestRegressor,0
13,5,14,0.0159897804260253,0.0002079010009765,9190.22937879598,81.25580658775405,0.4811723732758612,12.250052849398967,20350.75066332058,114.12817487065446,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 100, 'n_features': 15, 'n_informative': 4, 'tail_strength': 0.5, 'random_state': 8}",DecisionTreeRegressor,1
14,5,15,1.411642074584961,0.0026004314422607,8772.083988216602,80.63027696782375,0.5047784631434853,12.250052849398967,20350.75066332058,114.12817487065446,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 8}","{'n_samples': 100, 'n_features': 15, 'n_informative': 4, 'tail_strength': 0.5, 'random_state': 8}",ForestBasedTree,2
