Unnamed: 0,dataset_id,experiment_id,train_time,pred_time,mse,mae,r2,target_avg,target_var,target_mad,meta_params,data_params,model_name,model_index
11,4,12,65.85889101028442,0.1677699089050293,64904.63017422386,204.99228280821745,0.2289143245000469,-1.0601882762531911,86461.33478273214,234.73894371998404,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 10000, 'n_features': 50, 'n_informative': 25, 'tail_strength': 0.1, 'random_state': 9}",ForestBasedTree,2
12,5,13,0.1934518814086914,0.0011520385742187,0.0250751277732786,0.0918725844534465,0.998080038259508,-0.0070915301492396,13.2397689849439,2.8992323723750046,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 7000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.6, 'random_state': 9}",RandomForestRegressor,0
13,5,14,0.0678212642669677,0.0003471374511718,0.1019727381115754,0.2543739590741581,0.992192113335666,-0.0070915301492396,13.2397689849439,2.8992323723750046,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 7000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.6, 'random_state': 9}",DecisionTreeRegressor,1
14,5,15,40.74808526039124,0.1188197135925293,0.078602548014677,0.1339997227563015,0.9939815307719309,-0.0070915301492396,13.2397689849439,2.8992323723750046,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 7000, 'n_features': 10, 'n_informative': 1, 'tail_strength': 0.6, 'random_state': 9}",ForestBasedTree,2
15,6,16,0.1569826602935791,0.0007510185241699,141131.93170848858,308.54887177465946,0.2705742948068175,-11.391295155036392,188819.76731734964,349.27282044641004,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 700, 'n_features': 100, 'n_informative': 50, 'tail_strength': 0.5, 'random_state': 9}",RandomForestRegressor,0
16,6,17,0.037668228149414,0.0004007816314697,227852.94218012944,378.8364398722154,-0.1776342250694631,-11.391295155036392,188819.76731734964,349.27282044641004,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 700, 'n_features': 100, 'n_informative': 50, 'tail_strength': 0.5, 'random_state': 9}",DecisionTreeRegressor,1
17,6,18,9.024342775344849,0.0128705501556396,192644.70586854345,355.39007052197223,0.0043358811233239,-11.391295155036392,188819.76731734964,349.27282044641004,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 700, 'n_features': 100, 'n_informative': 50, 'tail_strength': 0.5, 'random_state': 9}",ForestBasedTree,2
18,7,19,0.7456283569335938,0.0030188560485839,4004.3203885667713,49.04472238212913,0.8014176920728143,-1.622676424802243,20968.921048155786,115.4669647689436,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 13000, 'n_features': 20, 'n_informative': 6, 'tail_strength': 0.2, 'random_state': 9}",RandomForestRegressor,0
19,7,20,0.3536338806152344,0.0003895759582519,6635.854207427433,64.40378212149868,0.6709146332691627,-1.622676424802243,20968.921048155786,115.4669647689436,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 13000, 'n_features': 20, 'n_informative': 6, 'tail_strength': 0.2, 'random_state': 9}",DecisionTreeRegressor,1
20,7,21,83.0566143989563,0.302225112915039,5984.112519596682,60.63301352640544,0.7032358153881872,-1.622676424802243,20968.921048155786,115.4669647689436,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 13000, 'n_features': 20, 'n_informative': 6, 'tail_strength': 0.2, 'random_state': 9}",ForestBasedTree,2
21,8,22,0.325225830078125,0.0010225772857666,109135.44185061086,260.23474631175867,0.2904309066469446,-8.40259897270854,130508.29300856596,292.2781075141202,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 1000, 'n_features': 100, 'n_informative': 50, 'tail_strength': 0.6, 'random_state': 9}",RandomForestRegressor,0
22,8,23,0.1162667274475097,0.0003280639648437,130240.83359619914,286.3110266392839,0.1532093640221614,-8.40259897270854,130508.29300856596,292.2781075141202,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 1000, 'n_features': 100, 'n_informative': 50, 'tail_strength': 0.6, 'random_state': 9}",DecisionTreeRegressor,1
23,8,24,17.261741876602173,0.0254743099212646,146010.4271662386,304.4301518256541,0.0506797364117662,-8.40259897270854,130508.29300856596,292.2781075141202,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 1000, 'n_features': 100, 'n_informative': 50, 'tail_strength': 0.6, 'random_state': 9}",ForestBasedTree,2
24,9,25,0.0651385784149169,0.0006928443908691,230222.4402550505,363.1262990369181,0.0775526920517327,-20.642831673149797,358801.53380548314,463.10970344323016,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 100, 'n_features': 200, 'n_informative': 100, 'tail_strength': 0.5, 'random_state': 9}",RandomForestRegressor,0
25,9,26,0.0263583660125732,0.0001716613769531,251574.66788591477,369.6206550115213,-0.0080006748353911,-20.642831673149797,358801.53380548314,463.10970344323016,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 100, 'n_features': 200, 'n_informative': 100, 'tail_strength': 0.5, 'random_state': 9}",DecisionTreeRegressor,1
26,9,27,10.836575031280518,0.0020444393157958,237336.9627343255,380.0128822755324,0.0490464695433007,-20.642831673149797,358801.53380548314,463.10970344323016,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 100, 'n_features': 200, 'n_informative': 100, 'tail_strength': 0.5, 'random_state': 9}",ForestBasedTree,2
27,10,28,0.1881642341613769,0.0009975433349609,632.0121126503892,19.96843540925443,0.8384657102580158,-2.427270248582923,3527.2044927655134,46.8665608510576,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.1, 'random_state': 9}",RandomForestRegressor,0
28,10,29,0.090400218963623,0.0006918907165527,1031.9416002088974,24.82881673261004,0.7362487994954596,-2.427270248582923,3527.2044927655134,46.8665608510576,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.1, 'random_state': 9}",DecisionTreeRegressor,1
29,10,30,15.160972356796265,0.0312893390655517,1160.7397430912044,27.73122373962882,0.7033296257737228,-2.427270248582923,3527.2044927655134,46.8665608510576,"{'is_classification': False, 'train_test_split': 0.2, 'random_state': 9}","{'n_samples': 1300, 'n_features': 50, 'n_informative': 5, 'tail_strength': 0.1, 'random_state': 9}",ForestBasedTree,2
